name,teff,e_teff,logg,e_logg,fe_h,e_fe_h,a_fe,vsini,e_vsini,v,eso_starid,spec_url
HD090177,,,,,,,,,,,90177,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD090177.fits.gz
HD090264,,,,,,,,,,,90264,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD090264.fits.gz
HD090772,7319.75,227636.0,0.934713,61.6815,-0.399021,112.463,-0.118545,16.4781,0.527274,2.23506,90772,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD090772.fits.gz
HD090882,10622.0,2.73193,3.95107,0.00142237,-1.40129,0.00545222,0.624658,112.943,0.604214,14.5273,90882,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD090882.fits.gz
HD091793,,,,,,,,,,,91793,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD091793.fits.gz
HD091889,6082.2,1.72712,4.04259,0.00643264,-0.469999,0.00302155,0.192673,6.20092,0.174314,-5.47167,91889,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD091889.fits.gz
HD092055,,,,,,,,,,,92055,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD092055.fits.gz
HD092305,3869.99,0.700775,-0.243392,0.00476362,-1.28127,0.00456062,0.906904,9.7212,0.154382,-20.8429,92305,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD092305.fits.gz
HD092626,4559.17,4.97539,0.450408,0.018088,-0.700848,0.00755846,-0.331155,11.0845,0.206521,19.4954,92626,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD092626.fits.gz
HD092740,,,,,,,,,,,92740,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD092740.fits.gz
HD093131,,,,,,,,,,,93131,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD093131.fits.gz
HD094660,9617.62,13.6264,3.04135,0.0120317,0.987148,0.0448089,-0.114354,0.382913,0.0,17.4909,94660,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD094660.fits.gz
HD094910,,,,,,,,,,,94910,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD094910.fits.gz
HD094963,38527.5,46.2981,3.14302,0.00633546,0.43647,0.0166482,0.0,123.118,0.72776,-4.41806,94963,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD094963.fits.gz
HD095950,3900.86,0.80114,-0.322872,0.0079357,-0.456886,0.00840391,0.618717,16.2729,0.134071,-37.4823,95950,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD095950.fits.gz
HD096917,53170.0,309.513,3.78505,0.0113512,0.486345,0.0106823,0.0,153.147,1.77098,-27.7605,96917,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD096917.fits.gz
HD097082,5810.57,1.47455,1.45302,0.00597477,-0.0385623,0.00475328,0.140834,14.4864,0.111289,-21.3946,97082,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD097082.fits.gz
HD097253,39727.4,220.213,3.04189,0.00767715,0.41885,115.639,0.0,122.234,0.871266,-11.8298,97253,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD097253.fits.gz
HD097534,,,,,,,,,,,97534,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD097534.fits.gz
HD099322,5006.47,3.46049,2.59045,0.0138798,-0.195441,0.00518338,0.226934,6.36096,0.230275,5.47383,99322,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD099322.fits.gz
HD099648,4990.05,2.94402,1.89427,0.0106322,-0.270267,0.00533627,0.272045,9.11447,0.166459,-9.2352,99648,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD099648.fits.gz
HD100623,5320.0,1.9517,4.9,0.0151454,-0.6,0.00361696,0.24,5.56436,0.241152,-21.4344,100623,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD100623.fits.gz
HD100841,9850.0,3.2246,3.01494,0.00135747,0.244374,0.0024623,-0.0296973,178.184,0.337148,-3.10661,100841,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD100841.fits.gz
HD101065,,,,,,,,,,,101065,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD101065.fits.gz
HD101584,,,,,,,,,,,101584,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD101584.fits.gz
HD101947,,,,,,,,,,,101947,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD101947.fits.gz
HD102212,3982.02,1.1746,1.13503,0.00666275,-0.422651,0.00458775,0.896553,10.9915,0.157016,51.3305,102212,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD102212.fits.gz
HD102878,9738.55,12.2954,1.47221,0.00248597,0.189044,0.034442,-0.255107,3.23859,1.70849,-9.14965,102878,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD102878.fits.gz
HD104111,,,,,,,,,,,104111,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD104111.fits.gz
HD104237,7722.54,5.33093,4.93607,0.0135365,-0.061664,0.00750419,0.331677,12.9414,0.2545,22.555,104237,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD104237.fits.gz
HD104304,,,,,,,,,,,104304,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD104304.fits.gz
HD105056,,,,,,,,,,,105056,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD105056.fits.gz
HD105071,10744.0,13.041,1.80014,0.00706753,-0.0845237,0.00949446,0.934599,38.2591,0.318763,-6.63194,105071,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD105071.fits.gz
HD105113,5808.7,2.45657,3.59479,0.00944272,-0.453886,0.00363912,0.146738,4.48408,0.2721,32.6962,105113,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD105113.fits.gz
HD105211,6863.12,3.62542,3.56456,0.0154395,-0.201959,0.00381291,0.14862,50.5197,0.144644,11.2614,105211,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD105211.fits.gz
HD106068,11394.7,15.4093,1.91911,0.00790002,-0.143426,0.00837557,0.859626,35.3434,0.346837,-6.51897,106068,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD106068.fits.gz
HD107446,4466.89,2.05049,1.60775,0.00779315,-0.398431,0.00495238,0.676681,3.78876,0.297392,-3.77012,107446,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD107446.fits.gz
HD108968,5814.3,1.50813,1.32471,0.00531621,-0.552139,0.00393711,0.368144,21.0189,0.0981273,-19.875,108968,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD108968.fits.gz
HD109026,16152.7,4.01355,4.05849,0.00186205,0.120073,0.0063286,0.0,176.305,0.68574,7.77895,109026,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD109026.fits.gz
HD109379,5117.22,3.64128,1.88822,0.0117729,-0.457942,0.00459051,0.229854,9.8528,0.148322,-7.11028,109379,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD109379.fits.gz
HD109867,19757.2,27.7699,1.96921,0.0034352,0.32452,0.00581034,0.0,73.8125,0.445036,-17.308,109867,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD109867.fits.gz
HD109931,6972.41,2.47033,3.43103,0.0385957,-0.258621,0.00404318,0.303448,209.76,0.551486,1.87922,109931,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD109931.fits.gz
HD110385,6589.34,2.8872,3.16665,0.0103197,-0.31212,0.00422067,0.348019,98.9108,0.276313,-12.0293,110385,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD110385.fits.gz
HD110458,4730.87,3.74653,2.21326,0.0138669,-0.264583,0.00536276,0.245369,5.94739,0.246658,-10.3059,110458,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD110458.fits.gz
HD111786,7436.17,2.18202,4.03088,0.00817594,-1.69969,0.0123402,0.491496,47.0,0.0,-7.02582,111786,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD111786.fits.gz
HD112272,27084.5,37.3203,2.94065,0.0093735,0.162825,0.00691573,0.0,83.1566,1.11205,-35.2075,112272,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD112272.fits.gz
HD112409,12226.6,4.54836,4.53908,0.00197425,-0.123014,0.00321402,0.182923,51.743,0.277174,32.0091,112409,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD112409.fits.gz
HD112842,13924.2,21.5935,2.10914,0.00392455,0.0341505,0.0168281,0.0,57.4468,0.248814,-26.8956,112842,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD112842.fits.gz
HD113904,,,,,,,,,,,113904,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD113904.fits.gz
HD114365,12452.0,13.411,4.19335,0.00671361,0.201931,0.0116128,0.404862,55.1073,0.578696,27.564,114365,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD114365.fits.gz
HD114642,6120.0,2.56837,3.1,0.00777497,-0.6,0.00314794,0.28,12.1683,0.107953,-11.8235,114642,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD114642.fits.gz
HD114837,6269.99,2.30208,3.81301,0.0085647,-0.453177,0.00315054,0.184537,9.34838,0.141874,-63.5946,114837,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD114837.fits.gz
HD115236,,,,,,,,,,,115236,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD115236.fits.gz
HD115363,23457.3,30.9686,2.90424,0.00955295,0.0341199,0.00970227,0.0,51.2018,0.737262,-71.5461,115363,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD115363.fits.gz
HD115383,6044.48,3.11908,4.25672,0.0111588,-0.0515757,0.00420714,0.0895328,8.04385,0.17937,-27.2471,115383,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD115383.fits.gz
HD115617,5755.19,3.47666,4.70001,0.00877639,-0.0701227,0.00408551,0.0586695,3.89433,0.365472,-7.69886,115617,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD115617.fits.gz
HD115778,,,,,,,,,,,115778,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD115778.fits.gz
HD115842,23799.5,22.5559,2.55441,0.00874149,0.0665213,0.0057874,0.0,85.4935,0.671805,-20.2508,115842,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD115842.fits.gz
HD117440,,,,,,,,,,,117440,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD117440.fits.gz
HD118022,8691.09,10.634,3.06515,0.0127607,0.977265,0.0189987,-0.37154,4.28683,0.645986,-7.77459,118022,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD118022.fits.gz
HD118767,3158.55,1.59362,1.40861,0.00976792,0.0229923,0.00425797,0.0,26.8905,0.271673,-15.4148,118767,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD118767.fits.gz
HD119090,,,,,,,,,,,119090,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD119090.fits.gz
HD119149,3927.92,0.836645,1.03464,0.00831635,0.0314519,0.00462083,0.816919,10.8358,0.169306,-33.4998,119149,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD119149.fits.gz
HD120052,3878.36,0.880837,0.457043,0.00757035,-0.434559,0.00453974,1.04799,13.9625,0.149374,60.4159,120052,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD120052.fits.gz
HD120709,18673.3,21.1642,3.92306,0.00254749,-0.346628,0.00398672,0.0,9.27226,0.309322,5.47339,120709,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD120709.fits.gz
HD121416,4865.79,2.56033,2.75012,0.0100769,0.0464475,0.00450323,0.134843,6.94138,0.176681,0.0298351,121416,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD121416.fits.gz
HD123214,3666.78,0.785046,0.879192,0.00849484,-0.340543,0.00474248,0.583534,14.6795,0.17831,8.48774,123214,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD123214.fits.gz
HD123515,11606.9,3.72313,4.04653,0.00234817,-0.0312637,0.00352801,0.0917034,18.1524,0.173839,11.9051,123515,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD123515.fits.gz
HD124850,5934.75,2.7658,2.92636,0.0129631,-0.529344,0.00343518,0.236162,15.783,0.0952191,12.6905,124850,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD124850.fits.gz
HD125248,9494.15,11.7159,3.93812,0.00741346,0.960729,0.0129021,-0.260816,9.1651,0.319146,-12.9509,125248,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD125248.fits.gz
HD125809,4989.95,2.20206,0.568466,0.00832673,-0.159291,0.0052512,0.263853,15.1156,0.112236,-17.1858,125809,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD125809.fits.gz
HD125823,19872.4,29.1836,4.11695,0.0052115,-0.256539,0.00980315,0.0,25.5558,0.469286,4.74892,125823,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD125823.fits.gz
HD126515,8710.3,12.6093,3.41946,0.0125786,0.96746,0.0180961,-0.0490034,13.4473,0.351724,15.6088,126515,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD126515.fits.gz
HD128167,6575.37,2.79702,3.58546,0.00818583,-0.597382,0.00275141,0.180168,11.6695,0.103485,0.794257,128167,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD128167.fits.gz
HD129502,6582.69,2.05632,3.65562,0.00679715,-0.522853,0.00249338,0.174948,42.5222,0.102055,3.06049,129502,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD129502.fits.gz
HD130328,3113.16,0.968757,-0.473554,0.00856591,0.309006,0.0037769,0.0,22.5758,0.24224,39.3599,130328,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD130328.fits.gz
HD131217,3770.34,0.56423,0.891641,0.0101736,0.231629,0.00386498,0.410219,13.8461,0.172273,26.313,131217,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD131217.fits.gz
HD133518,18072.7,26.805,3.544,0.00376033,0.0524239,0.00968306,0.0,24.5503,0.378075,-5.67077,133518,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD133518.fits.gz
HD134453,,,,,,,,,,,134453,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD134453.fits.gz
HD136202,5934.38,4.19544,3.39062,0.00899055,-0.21875,0.00395577,0.175,8.98513,0.146044,54.7201,136202,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD136202.fits.gz
HD136239,20576.3,45.9115,2.03987,0.00793736,0.467806,0.0101513,0.0,71.3429,0.749874,-63.4955,136239,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD136239.fits.gz
HD136351,6189.83,2.64906,3.26751,0.010975,-0.178551,0.00372237,0.111573,7.05918,0.170563,-11.5731,136351,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD136351.fits.gz
HD136352,5721.68,2.60679,4.26544,0.00814524,-0.470325,0.00367152,0.173751,3.27239,0.392319,-68.3778,136352,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD136352.fits.gz
HD136537,5027.39,2.70604,0.405895,0.00826732,-0.536646,0.00472644,0.31751,13.3533,0.123155,-33.6759,136537,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD136537.fits.gz
HD137509,10451.4,19.599,3.0899,0.00953921,0.969914,0.0158683,-0.0905916,33.1114,0.364012,15.1652,137509,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD137509.fits.gz
HD137753,12452.8,3.80304,3.55302,0.00128543,-0.283983,0.00367635,0.449678,156.317,0.414705,-2.86031,137753,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD137753.fits.gz
HD138688,4812.98,3.49523,2.83414,0.0118945,0.0591537,0.0068269,0.482298,8.46126,0.181448,22.1079,138688,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD138688.fits.gz
HD138716,5213.97,2.50224,3.62666,0.00916622,0.0455053,0.00532498,0.0428563,9.16896,0.158583,49.2471,138716,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD138716.fits.gz
HD140283,5711.66,2.44982,2.06307,0.00958699,-3.0352,0.00387482,0.830839,0.496355,2.38147,-171.011,140283,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD140283.fits.gz
HD140573,4912.8,3.86574,3.08133,0.0170702,0.141444,0.00675955,0.209472,0.247738,0.0,3.18832,140573,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD140573.fits.gz
HD140901,5712.45,3.09526,4.73778,0.00855483,-0.0442218,0.00445054,0.0175983,3.94533,0.374209,-6.71407,140901,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD140901.fits.gz
HD141003,8929.79,6.19608,3.45223,0.0029369,-0.0270088,0.00795008,-0.0277197,201.192,0.620056,-1.96478,141003,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD141003.fits.gz
HD142301,13677.5,7.00076,3.93961,0.00198668,0.452337,0.00440279,-0.126808,86.6509,0.332596,-3.89456,142301,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD142301.fits.gz
HD142703,7284.62,1.45679,3.84615,0.00670719,-1.76923,0.00616013,0.315385,92.5389,0.347229,22.4879,142703,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD142703.fits.gz
HD142758,21088.1,26.4626,2.87958,0.00567451,0.345338,0.0043351,0.0,49.0663,0.380999,-57.4237,142758,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD142758.fits.gz
HD142983,9134.56,22.6335,1.3217,0.00870331,-0.741175,0.0168106,-0.280921,5.70948,1.16491,-25.009,142983,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD142983.fits.gz
HD143275,,,,,,,,,,,143275,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD143275.fits.gz
HD143448,27666.4,14.9672,4.13951,0.00180015,-0.481739,0.00118681,0.0,201.552,1.29417,16.2633,143448,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD143448.fits.gz
HD143928,6494.22,2.54502,3.53279,0.0082757,-0.512822,0.00323123,0.216408,22.6185,0.0910098,-7.04748,143928,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD143928.fits.gz
HD144070,6458.0,2.63479,3.71048,0.00946635,-0.0858389,0.00347652,0.138054,20.4225,0.0922936,-32.6022,144070,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD144070.fits.gz
HD145191,7213.18,2.8538,3.84346,0.00793025,-0.0334228,0.00463571,0.137986,97.0845,0.306658,-6.97987,145191,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD145191.fits.gz
HD145206,4252.16,2.65022,1.09101,0.00911876,-0.54234,0.0042843,0.186318,5.53973,0.215115,-52.236,145206,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD145206.fits.gz
HD145482,21392.5,17.8652,3.89018,0.00232436,-0.017072,0.00310124,0.0,185.125,0.590027,36.9266,145482,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD145482.fits.gz
HD145689,8214.0,6.28517,4.23778,0.00689096,0.1168,0.00622484,-0.178859,96.7888,0.413106,-4.93373,145689,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD145689.fits.gz
HD145792,14247.6,9.10783,4.12175,0.0018501,-0.251837,0.00238483,0.0,20.6419,0.15312,-3.39413,145792,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD145792.fits.gz
HD145842,12586.1,3.77564,3.94972,0.00132411,-0.888928,0.00558555,0.397999,107.286,0.560555,24.1735,145842,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD145842.fits.gz
HD146143,5746.84,1.65489,1.04925,0.00348343,-0.533492,0.00394744,0.625431,8.61283,0.170839,-19.0293,146143,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD146143.fits.gz
HD146836,6382.49,2.8961,3.4142,0.00831244,-0.403869,0.00299572,0.235433,17.3407,0.0851718,-0.0132347,146836,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD146836.fits.gz
HD148184,,,,,,,,,,,148184,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD148184.fits.gz
HD148291,4627.45,4.76835,1.20548,0.0115931,-0.450771,0.00485468,0.232254,8.02008,0.186486,5.68471,148291,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD148291.fits.gz
HD148379,18859.0,22.8147,2.0081,0.00622125,0.496872,0.00768438,0.0,62.7565,0.506482,-15.7378,148379,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD148379.fits.gz
HD148451,5208.36,3.44316,2.46877,0.011622,-0.538689,0.00428175,0.386748,7.80366,0.177021,-3.59778,148451,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD148451.fits.gz
HD148688,22112.5,31.4226,2.35153,0.00646748,0.374219,0.0080705,0.0,56.7985,0.637481,-24.2089,148688,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD148688.fits.gz
HD148898,8197.37,12.7022,3.73301,0.0109961,0.187091,0.00821528,0.274369,31.2494,0.256227,4.4411,148898,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD148898.fits.gz
HD148937,,,,,,,,,,,148937,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD148937.fits.gz
HD149438,31659.5,22.3125,4.1302,0.00468417,-0.00659479,0.0045827,0.0,10.4282,0.28287,-0.932247,149438,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD149438.fits.gz
HD149447,3909.47,1.10518,0.773677,0.00847295,-0.273677,0.00933777,0.47688,10.8827,0.143039,0.0491652,149447,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD149447.fits.gz
HD149661,5537.2,2.41002,4.96597,0.00694617,-0.0323176,0.00418122,0.141604,7.36929,0.19032,-12.3399,149661,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD149661.fits.gz
HD151932,,,,,,,,,,,151932,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD151932.fits.gz
HD152003,33542.2,49.0135,2.96005,0.0067365,0.483676,1.31059,0.0,194.322,1.10973,-37.7841,152003,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD152003.fits.gz
HD152235,23890.9,27.1576,2.71114,0.00921192,0.0578084,0.00769599,0.0,80.4244,0.902692,-27.5973,152235,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD152235.fits.gz
HD152270,,,,,,,,,,,152270,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD152270.fits.gz
HD152311,5776.04,3.76266,4.20125,0.0139609,-0.1539,0.00459869,0.152089,0.165011,0.0,-17.9118,152311,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD152311.fits.gz
HD152429,6026.58,3.22406,3.38095,0.0104125,-0.0957947,0.00402476,0.115086,9.35847,0.150608,-21.8259,152429,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD152429.fits.gz
HD152786,3961.12,0.664234,-0.0192988,0.0140698,-1.03783,0.00995236,0.563803,6.78209,0.179244,-7.63721,152786,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD152786.fits.gz
HD154365,5809.86,1.44278,1.45175,0.00587021,-0.0351969,0.00453128,0.122564,13.6947,0.1103,-16.5994,154365,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD154365.fits.gz
HD154811,26345.5,254.49,1.96001,0.00694848,0.485704,0.0530717,0.0,263.627,1.12649,-24.4843,154811,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD154811.fits.gz
HD154873,28630.2,32.9024,3.54281,0.00534632,0.0548568,0.0132031,0.0,46.6328,0.365067,-27.8609,154873,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD154873.fits.gz
HD155416,13419.1,28.2138,1.92559,0.0152903,0.111563,0.0126654,0.676015,23.3415,0.456618,-7.53495,155416,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD155416.fits.gz
HD155806,,,,,,,,,,,155806,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD155806.fits.gz
HD156026,4765.05,2.56249,4.95606,0.00541519,-0.197155,0.0034646,0.177165,0.165011,0.0,-0.149846,156026,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD156026.fits.gz
HD156098,6264.14,2.80202,3.34453,0.00900541,-0.0896448,0.00403504,0.271597,9.25968,0.144837,-39.1408,156098,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD156098.fits.gz
HD156274,5334.1,2.37672,4.52785,0.00654278,-0.420418,0.00467778,0.16194,4.43263,0.325206,26.0452,156274,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD156274.fits.gz
HD156385,,,,,,,,,,,156385,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD156385.fits.gz
HD156575,23196.9,50.0009,2.88459,0.00407256,0.0226108,0.00631174,0.0,145.587,0.559942,-20.4699,156575,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD156575.fits.gz
HD157038,16769.2,20.0219,1.93329,0.00472148,0.481023,0.00980559,0.0,47.8005,0.404697,-24.9689,157038,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD157038.fits.gz
HD159532,6242.68,3.15147,2.34162,0.00998359,-0.440393,0.00427372,0.682147,96.9156,0.300838,5.17613,159532,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD159532.fits.gz
HD160529,9296.78,16.0766,1.28918,0.0075381,0.113065,0.0224417,0.619376,28.5694,0.725586,-32.0602,160529,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD160529.fits.gz
HD160691,5705.35,3.62528,4.10147,0.011116,0.0317607,0.00505592,0.038201,4.51777,0.332304,-9.08119,160691,http://gal-02.sai.msu.ru/uves-pop/model_spec/fit_res/v221115/HD160691.fits.gz
