wavelength_A_vacuum,flam,flam_err
3360.0,2.106124e-11,1.765717e-12
3380.0,1.927901e-11,1.460788e-12
3400.0,1.783398e-11,1.311636e-12
3420.0,1.726560e-11,1.244502e-12
3440.0,1.743426e-11,1.249833e-12
3460.0,1.709846e-11,1.309186e-12
3480.0,1.610301e-11,1.431412e-12
3500.0,1.554266e-11,1.583614e-12
3520.0,1.676905e-11,1.799027e-12
3540.0,1.855500e-11,1.955612e-12
3560.0,1.821893e-11,1.952789e-12
3580.0,1.682167e-11,1.749543e-12
3600.0,1.662993e-11,1.703143e-12
3620.0,1.664409e-11,1.651678e-12
3640.0,1.584532e-11,1.745572e-12
3660.0,1.478371e-11,1.824711e-12
3680.0,1.473019e-11,1.992386e-12
3700.0,1.591523e-11,2.183483e-12
3720.0,1.745331e-11,2.281731e-12
3740.0,1.888626e-11,2.611952e-12
3760.0,2.093508e-11,2.715847e-12
3780.0,2.470136e-11,3.051890e-12
3800.0,2.936879e-11,3.292088e-12
3820.0,3.299121e-11,3.264676e-12
3840.0,3.529069e-11,3.430534e-12
3860.0,3.741835e-11,3.165802e-12
3880.0,3.982764e-11,2.931634e-12
3900.0,4.148746e-11,2.779307e-12
3920.0,4.170197e-11,2.417939e-12
3940.0,4.080214e-11,2.261790e-12
3960.0,4.020740e-11,2.143593e-12
3980.0,4.097697e-11,1.928973e-12
4000.0,4.279708e-11,1.872715e-12
4020.0,4.452427e-11,1.820507e-12
4040.0,4.454841e-11,1.685186e-12
4060.0,4.261560e-11,1.660034e-12
4080.0,3.962208e-11,1.632542e-12
4100.0,3.703784e-11,1.529828e-12
4120.0,3.605595e-11,1.511353e-12
4140.0,3.710637e-11,1.514292e-12
4160.0,3.934319e-11,1.425940e-12
4180.0,4.159838e-11,1.389248e-12
4200.0,4.281797e-11,1.416174e-12
4220.0,4.248809e-11,1.349373e-12
4240.0,4.076644e-11,1.256354e-12
4260.0,3.832348e-11,1.273787e-12
4280.0,3.575669e-11,1.271876e-12
4300.0,3.373879e-11,1.165219e-12
4320.0,3.257664e-11,1.099256e-12
4340.0,3.231510e-11,1.135310e-12
4360.0,3.288725e-11,1.117408e-12
4380.0,3.405708e-11,1.011185e-12
4400.0,3.532369e-11,9.598914e-13
4420.0,3.633014e-11,9.971856e-13
4440.0,3.680733e-11,9.797320e-13
4460.0,3.668462e-11,8.774004e-13
4480.0,3.605328e-11,8.188673e-13
4500.0,3.511442e-11,8.561275e-13
4520.0,3.414671e-11,8.651245e-13
4540.0,3.336094e-11,7.809407e-13
4560.0,3.282798e-11,6.896660e-13
4580.0,3.259356e-11,6.989142e-13
4600.0,3.250850e-11,7.438901e-13
4620.0,3.250045e-11,7.181817e-13
4640.0,3.246392e-11,6.264309e-13
4660.0,3.228016e-11,5.655014e-13
4680.0,3.203202e-11,5.900409e-13
4700.0,3.159736e-11,6.197122e-13
4720.0,3.102671e-11,5.861354e-13
4740.0,3.032007e-11,5.063429e-13
4760.0,2.945516e-11,4.560195e-13
4780.0,2.844941e-11,4.737488e-13
4800.0,2.740992e-11,5.032777e-13
4820.0,2.632932e-11,4.875055e-13
4840.0,2.539823e-11,4.301206e-13
4860.0,2.462964e-11,3.767626e-13
4880.0,2.416767e-11,3.722728e-13
4900.0,2.404128e-11,3.973690e-13
4920.0,2.423319e-11,4.055654e-13
4940.0,2.461440e-11,3.788767e-13
4960.0,2.507612e-11,3.344571e-13
4980.0,2.552911e-11,3.063371e-13
5000.0,2.584630e-11,3.100380e-13
5020.0,2.584541e-11,3.241592e-13
5040.0,2.561544e-11,3.247169e-13
5060.0,2.510207e-11,3.042370e-13
5080.0,2.439708e-11,2.748175e-13
5100.0,2.360738e-11,2.557066e-13
5120.0,2.280215e-11,2.551519e-13
5140.0,2.208736e-11,2.631517e-13
5160.0,2.152095e-11,2.649809e-13
5180.0,2.111822e-11,2.547595e-13
5200.0,2.083132e-11,2.365640e-13
5220.0,2.069711e-11,2.211799e-13
5240.0,2.064734e-11,2.155871e-13
5260.0,2.060178e-11,2.177975e-13
5280.0,2.054661e-11,2.205639e-13
5300.0,2.045181e-11,2.180309e-13
5320.0,2.025407e-11,2.090378e-13
5340.0,1.999680e-11,1.977924e-13
5360.0,1.973034e-11,1.896552e-13
5380.0,1.943625e-11,1.867117e-13
5400.0,1.912645e-11,1.871435e-13
5420.0,1.886296e-11,1.875238e-13
5440.0,1.866312e-11,1.851191e-13
5460.0,1.846677e-11,1.790281e-13
5480.0,1.832306e-11,1.716781e-13
5500.0,1.822190e-11,1.656704e-13
5520.0,1.815784e-11,1.626562e-13
5540.0,1.805064e-11,1.616708e-13
5560.0,1.797254e-11,1.617092e-13
5580.0,1.787560e-11,1.606532e-13
5600.0,1.774313e-11,1.576280e-13
5620.0,1.759081e-11,1.532219e-13
5640.0,1.742924e-11,1.487295e-13
5660.0,1.727186e-11,1.454728e-13
5680.0,1.710954e-11,1.438702e-13
5700.0,1.698962e-11,1.438377e-13
5720.0,1.690234e-11,1.441874e-13
5740.0,1.677024e-11,1.431765e-13
