wavelength_A_vacuum,flam,flam_err
3360.0,4.865567e-12,3.019713e-13
3380.0,4.799791e-12,2.525790e-13
3400.0,4.366344e-12,2.279508e-13
3420.0,3.989363e-12,2.191225e-13
3440.0,3.987653e-12,2.232868e-13
3460.0,4.022146e-12,2.386982e-13
3480.0,3.745532e-12,2.628999e-13
3500.0,3.361484e-12,2.933385e-13
3520.0,3.533290e-12,3.343910e-13
3540.0,4.185091e-12,3.674751e-13
3560.0,4.323232e-12,3.657303e-13
3580.0,3.888208e-12,3.275469e-13
3600.0,3.658445e-12,3.154946e-13
3620.0,3.622503e-12,3.042173e-13
3640.0,3.468577e-12,3.164151e-13
3660.0,3.169196e-12,3.283339e-13
3680.0,3.062616e-12,3.532824e-13
3700.0,3.345793e-12,3.823359e-13
3720.0,3.739685e-12,3.983004e-13
3740.0,3.903200e-12,4.478432e-13
3760.0,4.001251e-12,4.633765e-13
3780.0,4.607221e-12,5.218462e-13
3800.0,5.778753e-12,5.518816e-13
3820.0,6.855034e-12,5.555299e-13
3840.0,7.377021e-12,5.819754e-13
3860.0,7.617344e-12,5.282882e-13
3880.0,8.021741e-12,5.066024e-13
3900.0,8.504640e-12,4.725072e-13
3920.0,8.711755e-12,4.084975e-13
3940.0,8.502910e-12,4.001764e-13
3960.0,8.216645e-12,3.696633e-13
3980.0,8.305201e-12,3.314399e-13
4000.0,8.879558e-12,3.404520e-13
4020.0,9.646364e-12,3.234015e-13
4040.0,1.001981e-11,2.950341e-13
4060.0,9.705524e-12,3.097659e-13
4080.0,8.848795e-12,3.016673e-13
4100.0,7.945110e-12,2.708419e-13
4120.0,7.527206e-12,2.837666e-13
4140.0,7.864069e-12,2.923527e-13
4160.0,8.741146e-12,2.611648e-13
4180.0,9.697386e-12,2.587277e-13
4200.0,1.026093e-11,2.825302e-13
4220.0,1.018539e-11,2.633639e-13
4240.0,9.542352e-12,2.300921e-13
4260.0,8.641235e-12,2.472980e-13
4280.0,7.789199e-12,2.604711e-13
4300.0,7.232121e-12,2.259325e-13
4320.0,7.024453e-12,1.981226e-13
4340.0,7.087881e-12,2.213168e-13
4360.0,7.310638e-12,2.304436e-13
4380.0,7.590953e-12,1.960373e-13
4400.0,7.830873e-12,1.690904e-13
4420.0,8.006147e-12,1.899518e-13
4440.0,8.114536e-12,2.025495e-13
4460.0,8.167470e-12,1.754127e-13
4480.0,8.170994e-12,1.429209e-13
4500.0,8.125395e-12,1.532048e-13
4520.0,8.042377e-12,1.734311e-13
4540.0,7.935607e-12,1.626370e-13
4560.0,7.815884e-12,1.297318e-13
4580.0,7.715955e-12,1.184199e-13
4600.0,7.636300e-12,1.370807e-13
4620.0,7.592423e-12,1.452469e-13
4640.0,7.576040e-12,1.274402e-13
4660.0,7.556054e-12,1.013172e-13
4680.0,7.533420e-12,9.880525e-14
4700.0,7.455825e-12,1.137620e-13
4720.0,7.316564e-12,1.175427e-13
4740.0,7.109139e-12,1.026613e-13
4760.0,6.835487e-12,8.226397e-14
4780.0,6.517267e-12,7.799058e-14
4800.0,6.200643e-12,8.846657e-14
4820.0,5.903063e-12,9.357483e-14
4840.0,5.679122e-12,8.578132e-14
4860.0,5.533429e-12,7.056618e-14
4880.0,5.490540e-12,6.182734e-14
4900.0,5.542981e-12,6.591682e-14
4920.0,5.670964e-12,7.237497e-14
4940.0,5.831075e-12,7.169545e-14
4960.0,5.989845e-12,6.342817e-14
4980.0,6.125234e-12,5.375868e-14
5000.0,6.211925e-12,5.050610e-14
5020.0,6.214874e-12,5.392021e-14
5040.0,6.165270e-12,5.738590e-14
5060.0,6.058413e-12,5.618678e-14
5080.0,5.921477e-12,5.062701e-14
5100.0,5.781242e-12,4.437997e-14
5120.0,5.651333e-12,4.169600e-14
5140.0,5.551412e-12,4.320176e-14
5160.0,5.488002e-12,4.546316e-14
5180.0,5.457167e-12,4.549429e-14
5200.0,5.440317e-12,4.270050e-14
5220.0,5.443643e-12,3.874318e-14
5240.0,5.449075e-12,3.591432e-14
5260.0,5.437842e-12,3.547635e-14
5280.0,5.410613e-12,3.659665e-14
5300.0,5.364774e-12,3.744275e-14
5320.0,5.289123e-12,3.682953e-14
5340.0,5.199831e-12,3.491017e-14
5360.0,5.113477e-12,3.266040e-14
5380.0,5.027302e-12,3.110178e-14
5400.0,4.944961e-12,3.070089e-14
5420.0,4.881696e-12,3.108889e-14
5440.0,4.840227e-12,3.144183e-14
5460.0,4.802589e-12,3.108755e-14
5480.0,4.779022e-12,3.006760e-14
5500.0,4.764686e-12,2.874779e-14
5520.0,4.756478e-12,2.764891e-14
5540.0,4.732356e-12,2.700781e-14
5560.0,4.710924e-12,2.692855e-14
5580.0,4.679927e-12,2.705012e-14
5600.0,4.635810e-12,2.702144e-14
5620.0,4.583833e-12,2.669287e-14
5640.0,4.528083e-12,2.610762e-14
5660.0,4.473374e-12,2.545424e-14
5680.0,4.418562e-12,2.491736e-14
5700.0,4.376885e-12,2.467958e-14
5720.0,4.346510e-12,2.469873e-14
5740.0,4.307944e-12,2.472363e-14
5760.0,4.267776e-12,2.463040e-14
5780.0,4.215531e-12,2.426099e-14
5800.0,4.162736e-12,2.368191e-14
5820.0,4.100138e-12,2.292125e-14
5840.0,4.026171e-12,2.208628e-14
5860.0,3.964938e-12,2.140561e-14
5880.0,3.907374e-12,2.087321e-14
5900.0,3.862371e-12,2.052818e-14
5920.0,3.839143e-12,2.037792e-14
5940.0,3.809236e-12,2.022451e-14
5960.0,3.784402e-12,2.009774e-14
5980.0,3.776031e-12,2.004768e-14
6000.0,3.772101e-12,2.001893e-14
6020.0,3.768696e-12,2.000775e-14
6040.0,3.755026e-12,1.997022e-14
6060.0,3.735551e-12,1.993018e-14
6080.0,3.706075e-12,1.984988e-14
6100.0,3.671835e-12,1.973160e-14
6120.0,3.635287e-12,1.956239e-14
6140.0,3.595799e-12,1.932111e-14
6160.0,3.553994e-12,1.900681e-14
6180.0,3.516689e-12,1.866450e-14
6200.0,3.468697e-12,1.823083e-14
6220.0,3.431693e-12,1.783982e-14
6240.0,3.417021e-12,1.756478e-14
6260.0,3.401885e-12,1.729784e-14
6280.0,3.391860e-12,1.707452e-14
6300.0,3.384868e-12,1.688917e-14
6320.0,3.371000e-12,1.669921e-14
6340.0,3.359050e-12,1.655962e-14
6360.0,3.347324e-12,1.536852e-14
6380.0,3.268043e-12,1.838663e-14
6400.0,3.155890e-12,2.564732e-14
6420.0,3.132960e-12,3.742848e-14
6440.0,3.173538e-12,4.389599e-14
6460.0,3.207149e-12,4.145114e-14
6480.0,3.173257e-12,3.975770e-14
6500.0,3.041557e-12,3.993997e-14
6520.0,2.831320e-12,3.837896e-14
6540.0,2.625228e-12,3.590447e-14
6560.0,2.517037e-12,3.562398e-14
6580.0,2.557545e-12,3.534377e-14
6600.0,2.720958e-12,3.304025e-14
6620.0,2.917799e-12,3.169372e-14
6640.0,3.050527e-12,3.201126e-14
6660.0,3.066425e-12,3.066817e-14
6680.0,2.990335e-12,2.848763e-14
6700.0,2.885751e-12,2.854597e-14
6720.0,2.810460e-12,2.864463e-14
6740.0,2.792850e-12,2.649337e-14
6760.0,2.827756e-12,2.523108e-14
6780.0,2.861916e-12,2.619400e-14
6800.0,2.861912e-12,2.569951e-14
6820.0,2.819760e-12,2.347818e-14
6840.0,2.750528e-12,2.334826e-14
6860.0,2.688331e-12,2.441268e-14
6880.0,2.658716e-12,2.309449e-14
6900.0,2.660039e-12,2.124449e-14
6920.0,2.669227e-12,2.218449e-14
6940.0,2.674270e-12,2.297543e-14
6960.0,2.652293e-12,2.101187e-14
6980.0,2.610501e-12,1.974955e-14
7000.0,2.563534e-12,2.134019e-14
7020.0,2.537018e-12,2.169724e-14
7040.0,2.522807e-12,1.949889e-14
7060.0,2.520577e-12,1.917452e-14
7080.0,2.519106e-12,2.139353e-14
7100.0,2.497622e-12,2.125880e-14
7120.0,2.460260e-12,1.847804e-14
7140.0,2.418722e-12,1.821067e-14
7160.0,2.389314e-12,2.076209e-14
7180.0,2.377769e-12,2.075387e-14
7200.0,2.376464e-12,1.785506e-14
7220.0,2.386146e-12,1.755576e-14
7240.0,2.379153e-12,2.026882e-14
7260.0,2.355290e-12,2.046777e-14
7280.0,2.323851e-12,1.749913e-14
7300.0,2.286092e-12,1.662054e-14
7320.0,2.254332e-12,1.943709e-14
7340.0,2.240246e-12,2.031251e-14
7360.0,2.244959e-12,1.757665e-14
7380.0,2.249680e-12,1.584301e-14
7400.0,2.244378e-12,1.857805e-14
7420.0,2.224026e-12,2.062541e-14
7440.0,2.184633e-12,1.862597e-14
7460.0,2.138616e-12,1.560285e-14
7480.0,2.097237e-12,1.708033e-14
7500.0,2.077859e-12,2.024999e-14
7520.0,2.074162e-12,1.988102e-14
7540.0,2.088110e-12,1.643882e-14
7560.0,2.098075e-12,1.526760e-14
7580.0,2.100300e-12,1.828367e-14
7600.0,2.087378e-12,1.998576e-14
7620.0,2.054862e-12,1.783966e-14
7640.0,2.016766e-12,1.481005e-14
7660.0,1.985294e-12,1.592429e-14
7680.0,1.966739e-12,1.898061e-14
7700.0,1.967688e-12,1.929666e-14
7720.0,1.973885e-12,1.645404e-14
7740.0,1.979025e-12,1.451003e-14
7760.0,1.977308e-12,1.664640e-14
7780.0,1.961196e-12,1.911541e-14
7800.0,1.931281e-12,1.857429e-14
7820.0,1.890610e-12,1.571903e-14
7840.0,1.859533e-12,1.452558e-14
7860.0,1.837997e-12,1.658457e-14
7880.0,1.830405e-12,1.836472e-14
7900.0,1.835884e-12,1.757608e-14
7920.0,1.845050e-12,1.529980e-14
7940.0,1.851916e-12,1.468802e-14
7960.0,1.847934e-12,1.637279e-14
7980.0,1.826838e-12,1.755671e-14
8000.0,1.797252e-12,1.676389e-14
8020.0,1.761303e-12,1.498977e-14
8040.0,1.728466e-12,1.453417e-14
8060.0,1.710148e-12,1.574723e-14
8080.0,1.702436e-12,1.660005e-14
8100.0,1.704467e-12,1.600610e-14
8120.0,1.712051e-12,1.477013e-14
8140.0,1.711474e-12,1.443673e-14
8160.0,1.711243e-12,1.531600e-14
8180.0,1.695249e-12,1.592003e-14
8200.0,1.672581e-12,1.550223e-14
8220.0,1.640771e-12,1.459279e-14
8240.0,1.610785e-12,1.445245e-14
8260.0,1.591551e-12,1.525189e-14
8280.0,1.581605e-12,1.585433e-14
8300.0,1.580510e-12,1.551692e-14
8320.0,1.587088e-12,1.468444e-14
8340.0,1.591710e-12,1.440458e-14
8360.0,1.593588e-12,1.506346e-14
8380.0,1.592182e-12,1.582180e-14
8400.0,1.575084e-12,1.573110e-14
8420.0,1.551959e-12,1.499843e-14
8440.0,1.516485e-12,1.447272e-14
8460.0,1.492927e-12,1.498758e-14
8480.0,1.473622e-12,1.586730e-14
8500.0,1.462876e-12,1.613808e-14
8520.0,1.455455e-12,1.546323e-14
8540.0,1.457855e-12,1.465155e-14
8560.0,1.463127e-12,1.470294e-14
8580.0,1.469998e-12,1.570532e-14
8600.0,1.469117e-12,1.657827e-14
8620.0,1.460885e-12,1.649226e-14
8640.0,1.450268e-12,1.557862e-14
8660.0,1.436692e-12,1.477651e-14
8680.0,1.432127e-12,1.516657e-14
8700.0,1.414877e-12,1.624774e-14
8720.0,1.416361e-12,1.719641e-14
8740.0,1.418091e-12,1.703913e-14
8760.0,1.428545e-12,1.608864e-14
8780.0,1.442252e-12,1.531855e-14
8800.0,1.463146e-12,1.574366e-14
8820.0,1.470709e-12,1.692850e-14
8840.0,1.470535e-12,1.786183e-14
8860.0,1.460157e-12,1.778127e-14
8880.0,1.444942e-12,1.687730e-14
8900.0,1.427782e-12,1.606627e-14
8920.0,1.406595e-12,1.624089e-14
8940.0,1.386742e-12,1.734257e-14
8960.0,1.378391e-12,1.847250e-14
8980.0,1.370379e-12,1.864061e-14
9000.0,1.371975e-12,1.791608e-14
9020.0,1.377940e-12,1.699290e-14
9040.0,1.380563e-12,1.685025e-14
9060.0,1.380501e-12,1.782450e-14
9080.0,1.384119e-12,1.923159e-14
9100.0,1.372906e-12,1.984609e-14
9120.0,1.358343e-12,1.942865e-14
9140.0,1.343118e-12,1.841567e-14
9160.0,1.328018e-12,1.780151e-14
9180.0,1.305430e-12,1.825387e-14
9200.0,1.294967e-12,1.969316e-14
9220.0,1.300866e-12,2.111136e-14
9240.0,1.301652e-12,2.132437e-14
9260.0,1.309935e-12,2.046077e-14
9280.0,1.332304e-12,1.937204e-14
9300.0,1.346173e-12,1.893903e-14
9320.0,1.355043e-12,1.989873e-14
9340.0,1.361769e-12,2.170466e-14
9360.0,1.358144e-12,2.307968e-14
9380.0,1.345985e-12,2.327707e-14
9400.0,1.317365e-12,2.214654e-14
9420.0,1.282309e-12,2.066885e-14
9440.0,1.259380e-12,2.041842e-14
9460.0,1.218919e-12,2.156124e-14
9480.0,1.189142e-12,2.373274e-14
9500.0,1.181100e-12,2.573827e-14
9520.0,1.166629e-12,2.597653e-14
9540.0,1.169714e-12,2.484147e-14
9560.0,1.190645e-12,2.317685e-14
9580.0,1.208376e-12,2.218995e-14
9600.0,1.231174e-12,2.336679e-14
9620.0,1.251722e-12,2.617673e-14
9640.0,1.269450e-12,2.905534e-14
9660.0,1.264685e-12,3.020704e-14
9680.0,1.259116e-12,2.960782e-14
9700.0,1.247539e-12,2.758163e-14
9720.0,1.209916e-12,2.522098e-14
9740.0,1.187538e-12,2.546444e-14
9760.0,1.156278e-12,2.842151e-14
9780.0,1.118085e-12,3.234035e-14
9800.0,1.110971e-12,3.605420e-14
9820.0,1.089552e-12,3.670448e-14
9840.0,1.094104e-12,3.523548e-14
9860.0,1.105082e-12,3.196526e-14
9880.0,1.112457e-12,2.917369e-14
9900.0,1.146931e-12,3.084270e-14
9920.0,1.156953e-12,3.617227e-14
9940.0,1.178205e-12,4.368754e-14
9960.0,1.186779e-12,4.993744e-14
9980.0,1.169261e-12,5.247857e-14
10000.0,1.146984e-12,5.151970e-14
10020.0,1.103049e-12,4.708508e-14
10040.0,1.039288e-12,4.255433e-14
10060.0,9.807510e-13,4.492321e-14
10080.0,9.033258e-13,5.587009e-14
10100.0,8.440666e-13,7.285672e-14
10120.0,8.043969e-13,9.018461e-14
10140.0,7.757372e-13,1.011927e-13
10160.0,8.018509e-13,1.071338e-13
10180.0,8.410935e-13,1.008336e-13
10200.0,9.428467e-13,9.126178e-14
